Variable1,Variable2,Correlation,P-Value,Significant
DERS_Lack of Emotional Clarity Norm,BVAQ_New,0.5619149608815246,3.7985667484779205e-09,True
DERS_Lack of Emotional Clarity Norm,BDI-II Sum score,0.535964371766653,2.593100380470749e-08,True
DERS_Lack of Emotional Clarity Norm,STAI2,0.6286581462166501,1.1679355940631844e-11,True
DERS_Lack of Emotional Clarity Norm,STAI1,0.5599090118327127,4.432728775943964e-09,True
DERS_Lack of Emotional Clarity Norm,WMS Correct Norm,-0.102962023245106,0.32338540371641056,False
DERS_Lack of Emotional Clarity Norm,WMS Correct,-0.10084501494103376,0.3334865639151061,False
DERS_Lack of Emotional Clarity Norm,DigitSpan_Forwards_Span,-0.07445017149407991,0.4757505508634037,False
DERS_Lack of Emotional Clarity Norm,DigitSpan_ForwardsTotal Score,-0.1259232126172544,0.22652599892187497,False
DERS_Lack of Emotional Clarity Norm,DigitSpan_Backwards_Span,-0.16076077024798188,0.12165476149791628,False
DERS_Lack of Emotional Clarity Norm,DigitSpan_Backwards_Total Score,-0.23028271443876502,0.02555542423252672,False
DERS_Lack of Emotional Clarity Norm,DERS_Total Score,0.7748043094051613,5.0738162198439044e-20,True
DERS_Lack of Emotional Clarity Norm,DERS_Total Score Norm,0.773494270449704,6.414640095707556e-20,True
DERS_Lack of Emotional Clarity Norm,DERS_Non-Acceptance of Emotional Reactions Norm,0.585421691169698,5.747815358896321e-10,True
DERS_Lack of Emotional Clarity Norm,DERS_Problems with Goal-Oriented Behavior Norm,0.4940534898888187,4.18254171254226e-07,True
DERS_Lack of Emotional Clarity Norm,DERS_Impulse Control Problems Norm,0.3786152964340549,0.00016802954763336751,False
DERS_Lack of Emotional Clarity Norm,DERS_Lack of Emotional Awareness Norm,0.5386845510941587,2.1362932568310396e-08,True
DERS_Lack of Emotional Clarity Norm,DERS_Limited Access to Emotion Regulation Strategies Norm,0.6425263998156441,2.933742437919617e-12,True
DERS_Lack of Emotional Clarity Norm,DERS_Lack of Emotional Clarity Norm,1.0,0.0,True
DERS_Lack of Emotional Clarity Norm,DERS_Non-Acceptance of Emotional Reactions,0.5745461626727215,1.4027339429481378e-09,True
DERS_Lack of Emotional Clarity Norm,DERS_Problems with Goal-Oriented Behavior,0.49793940718779933,3.282136583075713e-07,True
DERS_Lack of Emotional Clarity Norm,DERS_Impulse Control Problems,0.3937725322111605,8.616953205917953e-05,False
DERS_Lack of Emotional Clarity Norm,DERS_Lack of Emotional Awareness,0.5738031735222339,1.4891295399645824e-09,True
DERS_Lack of Emotional Clarity Norm,DERS_Limited Access to Emotion Regulation Strategies,0.6440412033775106,2.5120527406307004e-12,True
DERS_Lack of Emotional Clarity Norm,DERS_Lack of Emotional Clarity,0.9998108443398646,3.148664655905042e-159,True
DERS_Lack of Emotional Clarity Norm,CERQ_Self-Blame Norm,0.35360902980509057,0.00047199851856529216,False
DERS_Lack of Emotional Clarity Norm,CERQ_Acceptance Norm,-0.0036915270842846344,0.9718310186677994,False
DERS_Lack of Emotional Clarity Norm,CERQ_Rumination Norm,0.27846139066614134,0.006575045964738904,False
DERS_Lack of Emotional Clarity Norm,CERQ_Positive Refocusing Norm,-0.3878705411792506,0.00011219296792148702,False
DERS_Lack of Emotional Clarity Norm,CERQ_Refocusing on Planning Norm,-0.48421671190854043,7.624622126544393e-07,True
DERS_Lack of Emotional Clarity Norm,CERQ_Positive Reappraisal Norm,-0.4889001873605763,5.742113895177123e-07,True
DERS_Lack of Emotional Clarity Norm,CERQ_Putting into Perspective Norm,-0.47010110212076367,1.7478943149063745e-06,True
DERS_Lack of Emotional Clarity Norm,CERQ_Catastrophizing Norm,0.3725863372155783,0.00021720933110234766,False
DERS_Lack of Emotional Clarity Norm,CERQ_Other-Blame Norm,0.298024434063392,0.0035296743997979595,False
DERS_Lack of Emotional Clarity Norm,CERQ_Self-Blame,0.3536090298050904,0.00047199851856529216,False
DERS_Lack of Emotional Clarity Norm,CERQ_Acceptance,-0.0036917970248141457,0.9718289596713336,False
DERS_Lack of Emotional Clarity Norm,CERQ_Rumination,0.27846165685915375,0.006574992203091309,False
DERS_Lack of Emotional Clarity Norm,CERQ_Positive Refocusing,-0.3878704562787443,0.00011219338982738808,False
DERS_Lack of Emotional Clarity Norm,CERQ_Refocusing on Planning,-0.4842150803479901,7.625369750975138e-07,True
DERS_Lack of Emotional Clarity Norm,CERQ_Positive Reappraisal,-0.4889001873605755,5.742113895177123e-07,True
DERS_Lack of Emotional Clarity Norm,CERQ_Putting into Perspective,-0.47009990747196595,1.7480143250798538e-06,True
DERS_Lack of Emotional Clarity Norm,CERQ_Catastrophizing,0.37258566581897967,0.00021721548078375587,False
DERS_Lack of Emotional Clarity Norm,CERQ_Other-Blame,0.2980233760644747,0.003529797246835604,False
DERS_Non-Acceptance of Emotional Reactions,Age,-0.004631512614136811,0.9646624058599866,False
DERS_Non-Acceptance of Emotional Reactions,Sex_f1_m2,-0.07874946349309811,0.45057216728577487,False
DERS_Non-Acceptance of Emotional Reactions,Group_MDD1_HC2,-0.5537789804382107,7.060618788421714e-09,True
DERS_Non-Acceptance of Emotional Reactions,Factor1,-0.01130133747609271,0.9139100854235269,False
DERS_Non-Acceptance of Emotional Reactions,Factor2,-0.3042398068131343,0.0028706518124970567,False
DERS_Non-Acceptance of Emotional Reactions,Factor3,0.12233044472719745,0.24016037319159492,False
DERS_Non-Acceptance of Emotional Reactions,Factor4,0.14699735244129528,0.15741588379384278,False
DERS_Non-Acceptance of Emotional Reactions,Factor5,0.3194329914933295,0.0016997113640411763,False
DERS_Non-Acceptance of Emotional Reactions,BVAQ_New,0.3459313006985385,0.0006375069445260384,False
DERS_Non-Acceptance of Emotional Reactions,BDI-II Sum score,0.6475341087086596,1.7506104995612845e-12,True
DERS_Non-Acceptance of Emotional Reactions,STAI2,0.6514693865485486,1.1588838474152504e-12,True
DERS_Non-Acceptance of Emotional Reactions,STAI1,0.5898297616218879,3.9659256903528236e-10,True
DERS_Non-Acceptance of Emotional Reactions,WMS Correct Norm,0.032291702673409244,0.7573433793898307,False
DERS_Non-Acceptance of Emotional Reactions,WMS Correct,0.031194675392272282,0.7653448017354509,False
DERS_Non-Acceptance of Emotional Reactions,DigitSpan_Forwards_Span,-0.07266627384425005,0.48641624402380446,False
DERS_Non-Acceptance of Emotional Reactions,DigitSpan_ForwardsTotal Score,-0.1140197544238931,0.2738477266389442,False
DERS_Non-Acceptance of Emotional Reactions,DigitSpan_Backwards_Span,-0.16537822361503865,0.11117420709098728,False
DERS_Non-Acceptance of Emotional Reactions,DigitSpan_Backwards_Total Score,-0.1966850366387862,0.05743030804599566,False
DERS_Non-Acceptance of Emotional Reactions,DERS_Total Score,0.8016496312579485,2.851690510297434e-22,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Total Score Norm,0.8069668603719976,9.297023697665073e-23,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Non-Acceptance of Emotional Reactions Norm,0.9976944695688407,2.7017408555320107e-109,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Problems with Goal-Oriented Behavior Norm,0.545550442491035,1.2998557073268097e-08,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Impulse Control Problems Norm,0.474138848405104,1.383853365866365e-06,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Lack of Emotional Awareness Norm,0.4906079890198671,5.172613649568938e-07,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Limited Access to Emotion Regulation Strategies Norm,0.660439142563592,4.4229926712433016e-13,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Lack of Emotional Clarity Norm,0.5745461626727215,1.4027339429481378e-09,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Non-Acceptance of Emotional Reactions,1.0,0.0,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Problems with Goal-Oriented Behavior,0.5478578983792738,1.0972074654913308e-08,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Impulse Control Problems,0.47278620675382305,1.496965060929373e-06,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Lack of Emotional Awareness,0.4762948836712047,1.2201117309469004e-06,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Limited Access to Emotion Regulation Strategies,0.6600624563437948,4.608605249428379e-13,True
DERS_Non-Acceptance of Emotional Reactions,DERS_Lack of Emotional Clarity,0.5722870456484553,1.6815124649738192e-09,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Self-Blame Norm,0.425252940562385,1.9332186087606937e-05,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Acceptance Norm,0.06488152168416617,0.534410031083551,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Rumination Norm,0.45494894777617007,4.090713623725964e-06,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Positive Refocusing Norm,-0.17153188449610424,0.09831289346849348,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Refocusing on Planning Norm,-0.3057477466173174,0.0027284380412166236,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Positive Reappraisal Norm,-0.5098380845583633,1.5330347539709453e-07,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Putting into Perspective Norm,-0.2541510072171523,0.013441678288806299,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Catastrophizing Norm,0.519200976449052,8.24927275806802e-08,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Other-Blame Norm,0.35156230192551924,0.0005117563420316551,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Self-Blame,0.42525294056238494,1.9332186087606937e-05,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Acceptance,0.06488402867953073,0.5343942054525178,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Rumination,0.4549496484769938,4.090556587158291e-06,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Positive Refocusing,-0.1715313019328486,0.09831405316667463,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Refocusing on Planning,-0.30574820384889245,0.002728395897455791,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Positive Reappraisal,-0.5098380845583631,1.5330347539709453e-07,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Putting into Perspective,-0.25415201889941585,0.013441295705634841,False
DERS_Non-Acceptance of Emotional Reactions,CERQ_Catastrophizing,0.5192029510807723,8.248178401415104e-08,True
DERS_Non-Acceptance of Emotional Reactions,CERQ_Other-Blame,0.351563259570957,0.0005117370425465778,False
DERS_Problems with Goal-Oriented Behavior,Age,-0.10361054101441435,0.320330713782794,False
DERS_Problems with Goal-Oriented Behavior,Sex_f1_m2,0.13069364489927454,0.2092751701720055,False
DERS_Problems with Goal-Oriented Behavior,Group_MDD1_HC2,-0.7079609425312732,1.4744842561938196e-15,True
DERS_Problems with Goal-Oriented Behavior,Factor1,-0.22324002258061515,0.030556080880929346,False
DERS_Problems with Goal-Oriented Behavior,Factor2,-0.38009788856435045,0.0001576285550915536,False
DERS_Problems with Goal-Oriented Behavior,Factor3,0.0018819014632298428,0.9856375787781854,False
DERS_Problems with Goal-Oriented Behavior,Factor4,0.08559617690915038,0.41205145963033757,False
DERS_Problems with Goal-Oriented Behavior,Factor5,0.40437797490215666,5.2954015531390676e-05,False
DERS_Problems with Goal-Oriented Behavior,BVAQ_New,0.2249981347486095,0.02923611387069486,False
DERS_Problems with Goal-Oriented Behavior,BDI-II Sum score,0.6988554673965839,4.793018801347467e-15,True
DERS_Problems with Goal-Oriented Behavior,STAI2,0.7832175566058707,1.082994841683469e-20,True
DERS_Problems with Goal-Oriented Behavior,STAI1,0.6221861159401039,2.1743285696737843e-11,True
DERS_Problems with Goal-Oriented Behavior,WMS Correct Norm,-0.09955282927892584,0.3397494723471889,False
DERS_Problems with Goal-Oriented Behavior,WMS Correct,-0.10228079972743123,0.3266141881152494,False
DERS_Problems with Goal-Oriented Behavior,DigitSpan_Forwards_Span,-0.16954556859775152,0.10232986293923119,False
DERS_Problems with Goal-Oriented Behavior,DigitSpan_ForwardsTotal Score,-0.22233291003690114,0.03125659048219209,False
DERS_Problems with Goal-Oriented Behavior,DigitSpan_Backwards_Span,-0.14386765758220352,0.1665440769208379,False
DERS_Problems with Goal-Oriented Behavior,DigitSpan_Backwards_Total Score,-0.2154162816543406,0.037056472277994384,False
DERS_Problems with Goal-Oriented Behavior,DERS_Total Score,0.7981674331257336,5.833925675949249e-22,True
DERS_Problems with Goal-Oriented Behavior,DERS_Total Score Norm,0.7948531848388355,1.138247341644143e-21,True
DERS_Problems with Goal-Oriented Behavior,DERS_Non-Acceptance of Emotional Reactions Norm,0.5510425632010112,8.665263768157426e-09,True
DERS_Problems with Goal-Oriented Behavior,DERS_Problems with Goal-Oriented Behavior Norm,0.9997843202122175,1.316490114734252e-156,True
DERS_Problems with Goal-Oriented Behavior,DERS_Impulse Control Problems Norm,0.5997795611631945,1.6808673723943178e-10,True
DERS_Problems with Goal-Oriented Behavior,DERS_Lack of Emotional Awareness Norm,0.2365008362502264,0.021736530952288915,False
DERS_Problems with Goal-Oriented Behavior,DERS_Limited Access to Emotion Regulation Strategies Norm,0.7580748781863238,9.054016990087151e-19,True
DERS_Problems with Goal-Oriented Behavior,DERS_Lack of Emotional Clarity Norm,0.49793940718779933,3.282136583075713e-07,True
DERS_Problems with Goal-Oriented Behavior,DERS_Non-Acceptance of Emotional Reactions,0.5478578983792738,1.0972074654913308e-08,True
DERS_Problems with Goal-Oriented Behavior,DERS_Problems with Goal-Oriented Behavior,1.0,0.0,True
DERS_Problems with Goal-Oriented Behavior,DERS_Impulse Control Problems,0.6138542153210048,4.7400268877656336e-11,True
DERS_Problems with Goal-Oriented Behavior,DERS_Lack of Emotional Awareness,0.26222160006937156,0.010675051309821855,False
DERS_Problems with Goal-Oriented Behavior,DERS_Limited Access to Emotion Regulation Strategies,0.7588760668153687,7.929231907451949e-19,True
DERS_Problems with Goal-Oriented Behavior,DERS_Lack of Emotional Clarity,0.49681862740957233,3.520921094282987e-07,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Self-Blame Norm,0.4016898620709428,6.000304356023599e-05,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Acceptance Norm,-0.09822289433928705,0.34627226519130466,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Rumination Norm,0.4540985826474265,4.285537114477291e-06,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Positive Refocusing Norm,-0.3911228515566628,9.706800841067358e-05,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Refocusing on Planning Norm,-0.38793136790966576,0.00011189107260362974,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Positive Reappraisal Norm,-0.5723508282583517,1.6729600942551796e-09,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Putting into Perspective Norm,-0.3823298179148825,0.00014308955045931856,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Catastrophizing Norm,0.49077423009968685,5.120133491635128e-07,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Other-Blame Norm,0.28433544095414576,0.00547920372812155,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Self-Blame,0.4016898620709427,6.000304356023599e-05,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Acceptance,-0.09822619381634773,0.3462559861437359,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Rumination,0.45409835486079025,4.2855904538524956e-06,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Positive Refocusing,-0.3911190414083401,9.70845627671788e-05,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Refocusing on Planning,-0.3879289145723098,0.00011190323441180385,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Positive Reappraisal,-0.5723508282583513,1.6729600942552003e-09,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Putting into Perspective,-0.38232518286174405,0.0001431184122448306,False
DERS_Problems with Goal-Oriented Behavior,CERQ_Catastrophizing,0.4907746548893057,5.120000040079425e-07,True
DERS_Problems with Goal-Oriented Behavior,CERQ_Other-Blame,0.284335809576567,0.0054791403860348555,False
DERS_Impulse Control Problems,Age,-0.08733334205107002,0.4025926602643159,False
DERS_Impulse Control Problems,Sex_f1_m2,-0.06611626872268862,0.5266438533497717,False
DERS_Impulse Control Problems,Group_MDD1_HC2,-0.4726098601095964,1.512339951821577e-06,True
DERS_Impulse Control Problems,Factor1,-0.04264520731184421,0.6831897690472434,False
DERS_Impulse Control Problems,Factor2,-0.3367310308289723,0.0009049601379601062,False
DERS_Impulse Control Problems,Factor3,0.06097738730497985,0.5593338855956765,False
DERS_Impulse Control Problems,Factor4,0.07487833911553232,0.4732094965740965,False
DERS_Impulse Control Problems,Factor5,0.21982081674426848,0.0332676270159108,False
DERS_Impulse Control Problems,BVAQ_New,0.12011381821297827,0.24885065130544065,False
DERS_Impulse Control Problems,BDI-II Sum score,0.474951474572771,1.3198378733926833e-06,True
DERS_Impulse Control Problems,STAI2,0.5866571532712596,5.182960246089668e-10,True
DERS_Impulse Control Problems,STAI1,0.5894849330517846,4.083558635010812e-10,True
DERS_Impulse Control Problems,WMS Correct Norm,-0.07505867123790698,0.47214147847759114,False
DERS_Impulse Control Problems,WMS Correct,-0.10322562748991762,0.3221415128472556,False
DERS_Impulse Control Problems,DigitSpan_Forwards_Span,-0.14730879737686786,0.15652832721897655,False
DERS_Impulse Control Problems,DigitSpan_ForwardsTotal Score,-0.10999151446151731,0.2912676502922338,False
DERS_Impulse Control Problems,DigitSpan_Backwards_Span,-0.14007654867918917,0.17811851985913543,False
DERS_Impulse Control Problems,DigitSpan_Backwards_Total Score,-0.20618112553381882,0.04618152630338371,False
DERS_Impulse Control Problems,DERS_Total Score,0.7341055394283665,3.831247425819103e-17,True
DERS_Impulse Control Problems,DERS_Total Score Norm,0.7319289415129112,5.276662313825595e-17,True
DERS_Impulse Control Problems,DERS_Non-Acceptance of Emotional Reactions Norm,0.467367566260642,2.0438483422847158e-06,True
DERS_Impulse Control Problems,DERS_Problems with Goal-Oriented Behavior Norm,0.612903099040603,5.173544174087157e-11,True
DERS_Impulse Control Problems,DERS_Impulse Control Problems Norm,0.9973385074568939,1.9794177894616887e-106,True
DERS_Impulse Control Problems,DERS_Lack of Emotional Awareness Norm,0.20932022040112855,0.04289096027015798,False
DERS_Impulse Control Problems,DERS_Limited Access to Emotion Regulation Strategies Norm,0.701229482172429,3.5398220588878943e-15,True
DERS_Impulse Control Problems,DERS_Lack of Emotional Clarity Norm,0.3937725322111605,8.616953205917953e-05,False
DERS_Impulse Control Problems,DERS_Non-Acceptance of Emotional Reactions,0.47278620675382305,1.496965060929373e-06,True
DERS_Impulse Control Problems,DERS_Problems with Goal-Oriented Behavior,0.6138542153210048,4.7400268877656336e-11,True
DERS_Impulse Control Problems,DERS_Impulse Control Problems,1.0,0.0,True
DERS_Impulse Control Problems,DERS_Lack of Emotional Awareness,0.1968613789520359,0.05720266074174545,False
DERS_Impulse Control Problems,DERS_Limited Access to Emotion Regulation Strategies,0.7001632553840506,4.057492233402764e-15,True
DERS_Impulse Control Problems,DERS_Lack of Emotional Clarity,0.39459823769491764,8.301299253868588e-05,False
DERS_Impulse Control Problems,CERQ_Self-Blame Norm,0.22173735177200662,0.03172383663401222,False
DERS_Impulse Control Problems,CERQ_Acceptance Norm,-0.11157830139948946,0.28432014872879763,False
DERS_Impulse Control Problems,CERQ_Rumination Norm,0.47488562582335586,1.3249190432709412e-06,True
DERS_Impulse Control Problems,CERQ_Positive Refocusing Norm,-0.46015483447387306,3.0683800275717534e-06,True
DERS_Impulse Control Problems,CERQ_Refocusing on Planning Norm,-0.3844383875846267,0.00013050466035175332,False
DERS_Impulse Control Problems,CERQ_Positive Reappraisal Norm,-0.5484073880443292,1.0536060690373368e-08,True
DERS_Impulse Control Problems,CERQ_Putting into Perspective Norm,-0.43804496007476534,1.0080231654424862e-05,True
DERS_Impulse Control Problems,CERQ_Catastrophizing Norm,0.5114773125646285,1.3772523761098772e-07,True
DERS_Impulse Control Problems,CERQ_Other-Blame Norm,0.2760506821120661,0.007078167721404512,False
DERS_Impulse Control Problems,CERQ_Self-Blame,0.22173735177200643,0.03172383663401222,False
DERS_Impulse Control Problems,CERQ_Acceptance,-0.1115790118849806,0.2843170628967196,False
DERS_Impulse Control Problems,CERQ_Rumination,0.47488703012382455,1.3248104886550095e-06,True
DERS_Impulse Control Problems,CERQ_Positive Refocusing,-0.4601537018858836,3.068573582595204e-06,True
DERS_Impulse Control Problems,CERQ_Refocusing on Planning,-0.38443796678098135,0.00013050706620603114,False
DERS_Impulse Control Problems,CERQ_Positive Reappraisal,-0.548407388044329,1.0536060690373425e-08,True
DERS_Impulse Control Problems,CERQ_Putting into Perspective,-0.43804544377479543,1.0079978400367476e-05,True
DERS_Impulse Control Problems,CERQ_Catastrophizing,0.5114735824636687,1.3775891292063157e-07,True
DERS_Impulse Control Problems,CERQ_Other-Blame,0.2760527362252071,0.007077724939216172,False
DERS_Lack of Emotional Awareness,Age,0.0030087643204381362,0.9770394096129308,False
DERS_Lack of Emotional Awareness,Sex_f1_m2,0.0884693805198546,0.3964768223115633,False
DERS_Lack of Emotional Awareness,Group_MDD1_HC2,-0.41377352380273935,3.392447883584214e-05,False
DERS_Lack of Emotional Awareness,Factor1,-0.09319248444386698,0.3716474433217052,False
DERS_Lack of Emotional Awareness,Factor2,-0.19784644285515157,0.055944544206426985,False
DERS_Lack of Emotional Awareness,Factor3,0.21785208120887636,0.03491881733336194,False
DERS_Lack of Emotional Awareness,Factor4,-0.04643980248177701,0.6567055660661789,False
DERS_Lack of Emotional Awareness,Factor5,0.2122471099954798,0.04000079173923986,False
DERS_Lack of Emotional Awareness,BVAQ_New,0.6707236582447361,1.4068200407178625e-13,True
DERS_Lack of Emotional Awareness,BDI-II Sum score,0.4031474238369462,5.607922302665773e-05,False
DERS_Lack of Emotional Awareness,STAI2,0.4505202170202446,5.205256082918206e-06,True
DERS_Lack of Emotional Awareness,STAI1,0.4205988881140127,2.434277753127103e-05,False
DERS_Lack of Emotional Awareness,WMS Correct Norm,-0.1449653677763007,0.163298916001141,False
DERS_Lack of Emotional Awareness,WMS Correct,-0.1553426581830214,0.1349032101045014,False
DERS_Lack of Emotional Awareness,DigitSpan_Forwards_Span,-0.17544081651552562,0.09077031850625561,False
DERS_Lack of Emotional Awareness,DigitSpan_ForwardsTotal Score,-0.20126444489609294,0.05175371629055595,False
DERS_Lack of Emotional Awareness,DigitSpan_Backwards_Span,-0.2231440862484044,0.030629534126119334,False
DERS_Lack of Emotional Awareness,DigitSpan_Backwards_Total Score,-0.24143520206224298,0.019064125142249234,False
DERS_Lack of Emotional Awareness,DERS_Total Score,0.6052470362422474,1.0355396526757334e-10,True
DERS_Lack of Emotional Awareness,DERS_Total Score Norm,0.6010298485508345,1.505836151116795e-10,True
DERS_Lack of Emotional Awareness,DERS_Non-Acceptance of Emotional Reactions Norm,0.4786865767731893,1.0599697509229286e-06,True
DERS_Lack of Emotional Awareness,DERS_Problems with Goal-Oriented Behavior Norm,0.2607683969857064,0.0111329339085801,False
DERS_Lack of Emotional Awareness,DERS_Impulse Control Problems Norm,0.18983107193726032,0.066868592983483,False
DERS_Lack of Emotional Awareness,DERS_Lack of Emotional Awareness Norm,0.9813837894425396,1.0055535788896568e-67,True
DERS_Lack of Emotional Awareness,DERS_Limited Access to Emotion Regulation Strategies Norm,0.4234141842322299,2.1183665516152983e-05,False
DERS_Lack of Emotional Awareness,DERS_Lack of Emotional Clarity Norm,0.5738031735222339,1.4891295399645824e-09,True
DERS_Lack of Emotional Awareness,DERS_Non-Acceptance of Emotional Reactions,0.4762948836712047,1.2201117309469004e-06,True
DERS_Lack of Emotional Awareness,DERS_Problems with Goal-Oriented Behavior,0.26222160006937156,0.010675051309821855,False
DERS_Lack of Emotional Awareness,DERS_Impulse Control Problems,0.1968613789520359,0.05720266074174545,False
DERS_Lack of Emotional Awareness,DERS_Lack of Emotional Awareness,1.0,0.0,True
DERS_Lack of Emotional Awareness,DERS_Limited Access to Emotion Regulation Strategies,0.42412668783405544,2.044736155076912e-05,False
DERS_Lack of Emotional Awareness,DERS_Lack of Emotional Clarity,0.5763079657533396,1.2166494365002265e-09,True
DERS_Lack of Emotional Awareness,CERQ_Self-Blame Norm,0.2271909043769325,0.027657732201996035,False
DERS_Lack of Emotional Awareness,CERQ_Acceptance Norm,-0.19023993635139827,0.06627238285073365,False
DERS_Lack of Emotional Awareness,CERQ_Rumination Norm,-0.12478799536004684,0.2307740723145976,False
DERS_Lack of Emotional Awareness,CERQ_Positive Refocusing Norm,-0.29113040132929086,0.004416285500170757,False
DERS_Lack of Emotional Awareness,CERQ_Refocusing on Planning Norm,-0.5055594675903332,2.0224653782598948e-07,True
DERS_Lack of Emotional Awareness,CERQ_Positive Reappraisal Norm,-0.44395227997039194,7.395434588647466e-06,True
DERS_Lack of Emotional Awareness,CERQ_Putting into Perspective Norm,-0.3909024067772087,9.803012173723572e-05,False
DERS_Lack of Emotional Awareness,CERQ_Catastrophizing Norm,0.33292873840024717,0.0010427149292155016,False
DERS_Lack of Emotional Awareness,CERQ_Other-Blame Norm,0.08234212762776086,0.4301143587903654,False
DERS_Lack of Emotional Awareness,CERQ_Self-Blame,0.2271909043769325,0.027657732201995865,False
DERS_Lack of Emotional Awareness,CERQ_Acceptance,-0.19023725340301056,0.06627628106555927,False
DERS_Lack of Emotional Awareness,CERQ_Rumination,-0.12478710479449266,0.23077742659358816,False
DERS_Lack of Emotional Awareness,CERQ_Positive Refocusing,-0.2911296546587181,0.004416391408021786,False
DERS_Lack of Emotional Awareness,CERQ_Refocusing on Planning,-0.5055576408951572,2.0227029984075055e-07,True
DERS_Lack of Emotional Awareness,CERQ_Positive Reappraisal,-0.44395227997039144,7.395434588647466e-06,True
DERS_Lack of Emotional Awareness,CERQ_Putting into Perspective,-0.3909028820819431,9.802803781697544e-05,False
DERS_Lack of Emotional Awareness,CERQ_Catastrophizing,0.33293493234887245,0.0010424757968045227,False
DERS_Lack of Emotional Awareness,CERQ_Other-Blame,0.08234371844603992,0.4301054192966002,False
DERS_Limited Access to Emotion Regulation Strategies,Age,-0.1511902858769748,0.14577801040618454,False
DERS_Limited Access to Emotion Regulation Strategies,Sex_f1_m2,0.03727131663784151,0.7213554734451824,False
DERS_Limited Access to Emotion Regulation Strategies,Group_MDD1_HC2,-0.7915775609688241,2.177432289379905e-21,True
DERS_Limited Access to Emotion Regulation Strategies,Factor1,-0.14711150738064668,0.15709013030273383,False
DERS_Limited Access to Emotion Regulation Strategies,Factor2,-0.47417438467440404,1.3809936193749171e-06,True
DERS_Limited Access to Emotion Regulation Strategies,Factor3,0.0379275617396829,0.7166557628081677,False
DERS_Limited Access to Emotion Regulation Strategies,Factor4,0.020735379326425395,0.842756833639723,False
DERS_Limited Access to Emotion Regulation Strategies,Factor5,0.47718754333467284,1.1578353759749674e-06,True
DERS_Limited Access to Emotion Regulation Strategies,BVAQ_New,0.3858066592277278,0.00012289557619981375,False
DERS_Limited Access to Emotion Regulation Strategies,BDI-II Sum score,0.8167912735778496,1.0666789895772637e-23,True
DERS_Limited Access to Emotion Regulation Strategies,STAI2,0.865347546594682,2.3930095772481283e-29,True
DERS_Limited Access to Emotion Regulation Strategies,STAI1,0.7076834040460129,1.529443990703572e-15,True
DERS_Limited Access to Emotion Regulation Strategies,WMS Correct Norm,-0.13001653193496596,0.211665037537521,False
DERS_Limited Access to Emotion Regulation Strategies,WMS Correct,-0.1233359599061352,0.23628844362088636,False
DERS_Limited Access to Emotion Regulation Strategies,DigitSpan_Forwards_Span,-0.09496256584722011,0.36259205925409643,False
DERS_Limited Access to Emotion Regulation Strategies,DigitSpan_ForwardsTotal Score,-0.13672628651135704,0.18882789660732982,False
