Speech Feature;Questionnaire;N;Interaction Term;Interaction Coeff;Interaction p-Value;p_adj;significant
word_frequency_mean_pos;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;0.0027297013072812015;0.8878819437417176;0.9838027077470556;False
loudness_mean_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-0.05901283644790123;0.9160542049219857;0.9842122027983244;False
loudness_mean_neg;BVAQ;94;BVAQ:Group_recode;0.022253061508846123;0.9149109887357794;0.9842122027983244;False
number_of_pauses_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.25904576412506075;0.911129563262647;0.9842122027983244;False
word_frequency_mean_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;-0.0014791137317414077;0.9177778791094375;0.9842122027983244;False
pause_durations_sum_pos;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.08941817187004;0.9061319726316148;0.9842122027983244;False
positive_sentence_ratio_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;0.002395769941994941;0.9094244033029887;0.9842122027983244;False
loudness_mean_neg;CERQ_Positive_Refocusing;94;CERQ_Positive_Refocusing:Group_recode;0.06801839991646097;0.902697881260313;0.9842122027983244;False
pause_durations_mean_neg;CERQ_Acceptance;94;CERQ_Acceptance:Group_recode;0.0019806805580452978;0.9171948507930052;0.9842122027983244;False
pause_durations_mean_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.0029490616783788073;0.8947964221795833;0.9842122027983244;False
loudness_mean_neg;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.049162543298001626;0.8973126050969638;0.9842122027983244;False
word_frequency_mean_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-0.0017712756439744737;0.8969853033479023;0.9842122027983244;False
pause_durations_mean_neg;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;-0.0022730648435369946;0.9089188215298545;0.9842122027983244;False
loudness_mean_pos;STAI1;94;STAI1:Group_recode;-0.011137554684034268;0.9583235315579456;0.9856652519590832;False
pause_durations_mean_neg;BDI;94;BDI:Group_recode;-0.0007157778798703579;0.9576929628318874;0.9856652519590832;False
duration_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.07794504453526652;0.9559603780899899;0.9856652519590832;False
positive_sentence_ratio_pos;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;0.0020323188702896632;0.9296059957009943;0.9856652519590832;False
duration_neg;CERQ_Rumination;94;CERQ_Rumination:Group_recode;0.4047866236359938;0.9302820048957061;0.9856652519590832;False
neutral_sentence_ratio_neg;BVAQ;94;BVAQ:Group_recode;0.0005383477003442758;0.9287212162566439;0.9856652519590832;False
loudness_mean_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.032322725280351516;0.9456476203871916;0.9856652519590832;False
number_of_pauses_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;-0.4676686698843495;0.9404050816509142;0.9856652519590832;False
negative_sentence_ratio_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.0010941253328003893;0.9387487043338332;0.9856652519590832;False
pause_durations_mean_pos;CERQ_Rumination;94;CERQ_Rumination:Group_recode;-0.0020524785637314746;0.9355503277700257;0.9856652519590832;False
loudness_mean_neg;CERQ_Putting_into_Perspective;94;CERQ_Putting_into_Perspective:Group_recode;0.02255572676194828;0.9668094271468365;0.9856652519590832;False
word_count_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.1308787836821148;0.9684161100497992;0.9856652519590832;False
positive_sentence_ratio_neg;DERS_Lack_of_Emotional_Clarity;94;DERS_Lack_of_Emotional_Clarity:Group_recode;-0.0008010144198900447;0.965096629551655;0.9856652519590832;False
pause_durations_mean_pos;DERS_Non_Acceptance_of_Emotional_Reactions;94;DERS_Non_Acceptance_of_Emotional_Reactions:Group_recode;0.0006680602100979369;0.9650694870168856;0.9856652519590832;False
pause_durations_mean_neg;BVAQ;94;BVAQ:Group_recode;0.00030084441227912337;0.963521267082444;0.9856652519590832;False
neutral_sentence_ratio_neg;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;0.0007697595069445576;0.9625776003743912;0.9856652519590832;False
pause_durations_mean_pos;CERQ_Refocusing_on_Planning;94;CERQ_Refocusing_on_Planning:Group_recode;0.0013346975268953886;0.9502922313097812;0.9856652519590832;False
pause_durations_sum_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.05047566855944485;0.9469248999408094;0.9856652519590832;False
word_frequency_mean_pos;STAI1;94;STAI1:Group_recode;0.0005713950422441862;0.94868348002957;0.9856652519590832;False
duration_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.10237775630255613;0.9308115778323423;0.9856652519590832;False
loudness_mean_pos;CERQ_Catastrophizing;94;CERQ_Catastrophizing:Group_recode;-0.022117764972727105;0.9724684597699154;0.9872776241318938;False
loudness_mean_neg;STAI2;94;STAI2:Group_recode;-0.006124256278577489;0.9800790253580023;0.9924850889701289;False
neutral_sentence_ratio_neg;STAI1;94;STAI1:Group_recode;0.00010712380306121061;0.9884245332964268;0.9934082369683569;False
neutral_sentence_ratio_pos;CERQ_Other_Blame;94;CERQ_Other_Blame:Group_recode;-0.00031611900593539813;0.9884411957835151;0.9934082369683569;False
word_count_neg;CERQ_Positive_Reappraisal;94;CERQ_Positive_Reappraisal:Group_recode;0.14082976593899854;0.9878062395266627;0.9934082369683569;False
pause_durations_sum_pos;DERS_Impulse_Control_Problems;94;DERS_Impulse_Control_Problems:Group_recode;0.004260994880309815;0.9939161917967343;0.9939161917967343;False
pause_durations_sum_pos;DERS_Problems_with_Goal_Oriented_Behavior;94;DERS_Problems_with_Goal_Oriented_Behavior:Group_recode;0.006630511895336033;0.9920923081815987;0.9939161917967343;False
